state,n_i_dot,pct
Current,6875554.0,0.9679213764858684
30 DPD,54505.0,0.007673062363463694
60 DPD,16903.0,0.00237955734574125
90+ DPD,24906.0,0.0035061974355458537
Default,131554.0,0.01851980636938084
Prepaid,0.0,0.0
